Datetime,Automatic Weather Station,Date time,Grass Temperature(degree Celsius)
2024-01-02 01:00:00,Tai Mo Shan,202401020084.0,11.86
2024-01-02 02:00:00,King's Park,202401020182.85715,18.242857142857144
2024-01-02 02:00:00,Ta Kwu Ling,202401020182.85715,16.02857142857143
2024-01-02 02:00:00,Tai Mo Shan,202401020182.85715,11.7
2024-01-02 03:00:00,King's Park,202401020284.0,18.22
2024-01-02 03:00:00,Ta Kwu Ling,202401020284.0,16.22
2024-01-02 03:00:00,Tai Mo Shan,202401020284.0,11.639999999999999
2024-01-02 04:00:00,King's Park,202401020382.85715,18.057142857142857
2024-01-02 04:00:00,Ta Kwu Ling,202401020382.85715,15.885714285714286
2024-01-02 04:00:00,Tai Mo Shan,202401020382.85715,11.557142857142859
2024-01-02 05:00:00,King's Park,202401020484.0,17.84
2024-01-02 05:00:00,Ta Kwu Ling,202401020484.0,15.76
2024-01-02 05:00:00,Tai Mo Shan,202401020484.0,11.559999999999999
2024-01-02 06:00:00,King's Park,202401020582.85715,17.7
2024-01-02 06:00:00,Ta Kwu Ling,202401020582.85715,15.714285714285714
2024-01-02 06:00:00,Tai Mo Shan,202401020582.85715,7.314285714285715
2024-01-02 07:00:00,King's Park,202401020684.0,17.5
2024-01-02 07:00:00,Ta Kwu Ling,202401020684.0,15.24
2024-01-02 07:00:00,Tai Mo Shan,202401020684.0,-3.0
2024-01-02 08:00:00,King's Park,202401020782.85715,17.7
2024-01-02 08:00:00,Ta Kwu Ling,202401020782.85715,15.475
2024-01-02 08:00:00,Tai Mo Shan,202401020782.85715,-3.325
2024-01-02 09:00:00,King's Park,202401020884.0,17.892592592592592
2024-01-02 09:00:00,Ta Kwu Ling,202401020884.0,16.14074074074074
2024-01-02 09:00:00,Tai Mo Shan,202401020884.0,-2.8703703703703707
2024-01-02 10:00:00,King's Park,202401020982.85715,18.085185185185185
2024-01-02 10:00:00,Ta Kwu Ling,202401020982.85715,16.80648148148148
2024-01-02 10:00:00,Tai Mo Shan,202401020982.85715,-2.4157407407407407
2024-01-02 11:00:00,King's Park,202401021084.0,18.27777777777778
2024-01-02 11:00:00,Ta Kwu Ling,202401021084.0,17.47222222222222
2024-01-02 11:00:00,Tai Mo Shan,202401021084.0,-1.9611111111111112
2024-01-02 12:00:00,King's Park,202401021182.85715,18.47037037037037
2024-01-02 12:00:00,Ta Kwu Ling,202401021182.85715,18.137962962962963
2024-01-02 12:00:00,Tai Mo Shan,202401021182.85715,-1.5064814814814815
2024-01-02 13:00:00,King's Park,202401021284.0,18.66296296296296
2024-01-02 13:00:00,Ta Kwu Ling,202401021284.0,18.803703703703704
2024-01-02 13:00:00,Tai Mo Shan,202401021284.0,-1.0518518518518518
2024-01-02 14:00:00,King's Park,202401021382.85715,18.855555555555554
2024-01-02 14:00:00,Ta Kwu Ling,202401021382.85715,19.469444444444445
2024-01-02 14:00:00,Tai Mo Shan,202401021382.85715,-0.5972222222222223
2024-01-02 15:00:00,King's Park,202401021484.0,19.048148148148147
2024-01-02 15:00:00,Ta Kwu Ling,202401021484.0,20.135185185185186
2024-01-02 15:00:00,Tai Mo Shan,202401021484.0,-0.14259259259259238
2024-01-02 16:00:00,King's Park,202401021582.85715,19.24074074074074
2024-01-02 16:00:00,Ta Kwu Ling,202401021582.85715,20.800925925925927
2024-01-02 16:00:00,Tai Mo Shan,202401021582.85715,0.3120370370370371
2024-01-02 17:00:00,King's Park,202401021684.0,19.433333333333334
2024-01-02 17:00:00,Ta Kwu Ling,202401021684.0,21.46666666666667
2024-01-02 17:00:00,Tai Mo Shan,202401021684.0,0.7666666666666666
2024-01-02 18:00:00,King's Park,202401021782.85715,17.928571428571427
2024-01-02 18:00:00,Ta Kwu Ling,202401021782.85715,18.685714285714287
2024-01-02 18:00:00,Tai Mo Shan,202401021782.85715,-1.042857142857143
2024-01-02 19:00:00,King's Park,202401021884.0,17.18
2024-01-02 19:00:00,Ta Kwu Ling,202401021884.0,16.82
2024-01-02 19:00:00,Tai Mo Shan,202401021884.0,0.27999999999999997
2024-01-02 20:00:00,King's Park,202401021982.85715,17.085714285714285
2024-01-02 20:00:00,Ta Kwu Ling,202401021982.85715,16.271428571428572
2024-01-02 20:00:00,Tai Mo Shan,202401021982.85715,1.042857142857143
2024-01-02 21:00:00,King's Park,202401022084.0,16.759999999999998
2024-01-02 21:00:00,Ta Kwu Ling,202401022084.0,15.64
2024-01-02 21:00:00,Tai Mo Shan,202401022084.0,1.28
2024-01-02 22:00:00,King's Park,202401022182.85715,16.54285714285714
2024-01-02 22:00:00,Ta Kwu Ling,202401022182.85715,14.928571428571429
2024-01-02 22:00:00,Tai Mo Shan,202401022182.85715,1.2428571428571427
2024-01-02 23:00:00,King's Park,202401022284.0,16.380000000000003
2024-01-02 23:00:00,Ta Kwu Ling,202401022284.0,14.12
2024-01-02 23:00:00,Tai Mo Shan,202401022284.0,2.02
2024-01-03 00:00:00,King's Park,202401026725.7143,15.985714285714286
2024-01-03 00:00:00,Ta Kwu Ling,202401026725.7143,13.928571428571429
2024-01-03 00:00:00,Tai Mo Shan,202401026725.7143,6.357142857142857
2024-01-03 01:00:00,King's Park,202401030084.0,16.54
2024-01-03 01:00:00,Ta Kwu Ling,202401030084.0,14.580000000000002
2024-01-03 01:00:00,Tai Mo Shan,202401030084.0,11.66
2024-01-03 02:00:00,King's Park,202401030182.85715,17.142857142857142
2024-01-03 02:00:00,Ta Kwu Ling,202401030182.85715,15.885714285714286
2024-01-03 02:00:00,Tai Mo Shan,202401030182.85715,11.885714285714286
2024-01-03 03:00:00,King's Park,202401030284.0,17.78
2024-01-03 03:00:00,Ta Kwu Ling,202401030284.0,16.46
2024-01-03 03:00:00,Tai Mo Shan,202401030284.0,12.26
2024-01-03 04:00:00,King's Park,202401030382.85715,17.9
2024-01-03 04:00:00,Ta Kwu Ling,202401030382.85715,16.714285714285715
2024-01-03 04:00:00,Tai Mo Shan,202401030382.85715,11.957142857142857
2024-01-03 05:00:00,King's Park,202401030484.0,18.0
2024-01-03 05:00:00,Ta Kwu Ling,202401030484.0,16.939999999999998
2024-01-03 05:00:00,Tai Mo Shan,202401030484.0,12.0
2024-01-03 06:00:00,King's Park,202401030582.85715,17.928571428571427
2024-01-03 06:00:00,Ta Kwu Ling,202401030582.85715,17.085714285714285
2024-01-03 06:00:00,Tai Mo Shan,202401030582.85715,11.871428571428572
2024-01-03 07:00:00,King's Park,202401030684.0,17.96
2024-01-03 07:00:00,Ta Kwu Ling,202401030684.0,17.419999999999998
2024-01-03 07:00:00,Tai Mo Shan,202401030684.0,11.82
2024-01-03 08:00:00,King's Park,202401030782.85715,18.125
2024-01-03 08:00:00,Ta Kwu Ling,202401030782.85715,17.725
2024-01-03 08:00:00,Tai Mo Shan,202401030782.85715,11.95
2024-01-03 09:00:00,King's Park,202401030884.0,18.292592592592595
2024-01-03 09:00:00,Ta Kwu Ling,202401030884.0,17.977777777777778
2024-01-03 09:00:00,Tai Mo Shan,202401030884.0,10.08148148148148
2024-01-03 10:00:00,King's Park,202401030982.85715,18.460185185185185
2024-01-03 10:00:00,Ta Kwu Ling,202401030982.85715,18.230555555555558
2024-01-03 10:00:00,Tai Mo Shan,202401030982.85715,8.212962962962962
2024-01-03 11:00:00,King's Park,202401031084.0,18.62777777777778
2024-01-03 11:00:00,Ta Kwu Ling,202401031084.0,18.483333333333334
2024-01-03 11:00:00,Tai Mo Shan,202401031084.0,6.344444444444444
2024-01-03 12:00:00,King's Park,202401031182.85715,18.79537037037037
2024-01-03 12:00:00,Ta Kwu Ling,202401031182.85715,18.73611111111111
2024-01-03 12:00:00,Tai Mo Shan,202401031182.85715,4.475925925925925
2024-01-03 13:00:00,King's Park,202401031284.0,18.962962962962965
2024-01-03 13:00:00,Ta Kwu Ling,202401031284.0,18.98888888888889
2024-01-03 13:00:00,Tai Mo Shan,202401031284.0,2.6074074074074076
2024-01-03 14:00:00,King's Park,202401031382.85715,19.130555555555556
2024-01-03 14:00:00,Ta Kwu Ling,202401031382.85715,19.241666666666667
2024-01-03 14:00:00,Tai Mo Shan,202401031382.85715,0.7388888888888889
2024-01-03 15:00:00,King's Park,202401031484.0,19.29814814814815
2024-01-03 15:00:00,Ta Kwu Ling,202401031484.0,19.494444444444444
2024-01-03 15:00:00,Tai Mo Shan,202401031484.0,-1.1296296296296298
2024-01-03 16:00:00,King's Park,202401031582.85715,19.465740740740742
2024-01-03 16:00:00,Ta Kwu Ling,202401031582.85715,19.747222222222224
2024-01-03 16:00:00,Tai Mo Shan,202401031582.85715,-2.9981481481481485
2024-01-03 17:00:00,King's Park,202401031684.0,19.633333333333336
2024-01-03 17:00:00,Ta Kwu Ling,202401031684.0,20.0
2024-01-03 17:00:00,Tai Mo Shan,202401031684.0,-4.866666666666666
2024-01-03 18:00:00,King's Park,202401031782.85715,17.857142857142858
2024-01-03 18:00:00,Ta Kwu Ling,202401031782.85715,17.2
2024-01-03 18:00:00,Tai Mo Shan,202401031782.85715,-3.6285714285714286
2024-01-03 19:00:00,King's Park,202401031884.0,16.84
2024-01-03 19:00:00,Ta Kwu Ling,202401031884.0,15.24
2024-01-03 19:00:00,Tai Mo Shan,202401031884.0,-4.68
2024-01-03 20:00:00,King's Park,202401031982.85715,16.185714285714287
2024-01-03 20:00:00,Ta Kwu Ling,202401031982.85715,14.37142857142857
2024-01-03 20:00:00,Tai Mo Shan,202401031982.85715,-5.014285714285714
2024-01-03 21:00:00,King's Park,202401032084.0,15.580000000000002
2024-01-03 21:00:00,Ta Kwu Ling,202401032084.0,13.7
2024-01-03 21:00:00,Tai Mo Shan,202401032084.0,-4.68
2024-01-03 22:00:00,King's Park,202401032182.85715,15.028571428571428
2024-01-03 22:00:00,Ta Kwu Ling,202401032182.85715,13.0
2024-01-03 22:00:00,Tai Mo Shan,202401032182.85715,-4.4714285714285715
2024-01-03 23:00:00,King's Park,202401032284.0,14.719999999999999
2024-01-03 23:00:00,Ta Kwu Ling,202401032284.0,12.4
2024-01-03 23:00:00,Tai Mo Shan,202401032284.0,-4.8
2024-01-04 00:00:00,King's Park,202401036725.7143,14.528571428571428
2024-01-04 00:00:00,Ta Kwu Ling,202401036725.7143,11.614285714285714
2024-01-04 00:00:00,Tai Mo Shan,202401036725.7143,-4.271428571428571
2024-01-04 01:00:00,King's Park,202401040084.0,14.48
2024-01-04 01:00:00,Ta Kwu Ling,202401040084.0,10.7
2024-01-04 01:00:00,Tai Mo Shan,202401040084.0,-4.02
2024-01-04 02:00:00,King's Park,202401040182.85715,14.742857142857144
2024-01-04 02:00:00,Ta Kwu Ling,202401040182.85715,3.2142857142857144
2024-01-04 02:00:00,Tai Mo Shan,202401040182.85715,-4.0
2024-01-04 03:00:00,King's Park,202401040284.0,14.459999999999999
2024-01-04 03:00:00,Ta Kwu Ling,202401040284.0,-6.859999999999999
2024-01-04 03:00:00,Tai Mo Shan,202401040284.0,-3.4799999999999995
2024-01-04 04:00:00,King's Park,202401040382.85715,14.257142857142856
2024-01-04 04:00:00,Ta Kwu Ling,202401040382.85715,-7.085714285714286
2024-01-04 04:00:00,Tai Mo Shan,202401040382.85715,-3.1571428571428575
2024-01-04 05:00:00,King's Park,202401040484.0,14.26
2024-01-04 05:00:00,Ta Kwu Ling,202401040484.0,-7.840000000000001
2024-01-04 05:00:00,Tai Mo Shan,202401040484.0,-3.44
2024-01-04 06:00:00,King's Park,202401040582.85715,14.37142857142857
2024-01-04 06:00:00,Ta Kwu Ling,202401040582.85715,-8.657142857142857
2024-01-04 06:00:00,Tai Mo Shan,202401040582.85715,-3.5714285714285716
2024-01-04 07:00:00,King's Park,202401040684.0,14.219999999999999
2024-01-04 07:00:00,Ta Kwu Ling,202401040684.0,-9.98
2024-01-04 07:00:00,Tai Mo Shan,202401040684.0,-3.9799999999999995
2024-01-04 08:00:00,King's Park,202401040782.85715,14.55
2024-01-04 08:00:00,Ta Kwu Ling,202401040782.85715,-9.925
2024-01-04 08:00:00,Tai Mo Shan,202401040782.85715,-4.025
2024-01-04 09:00:00,King's Park,202401040884.0,14.996296296296297
2024-01-04 09:00:00,Ta Kwu Ling,202401040884.0,-8.848148148148148
2024-01-04 09:00:00,Tai Mo Shan,202401040884.0,-3.4703703703703708
2024-01-04 10:00:00,King's Park,202401040982.85715,15.442592592592593
2024-01-04 10:00:00,Ta Kwu Ling,202401040982.85715,-7.771296296296297
2024-01-04 10:00:00,Tai Mo Shan,202401040982.85715,-2.915740740740741
2024-01-04 11:00:00,King's Park,202401041084.0,15.88888888888889
2024-01-04 11:00:00,Ta Kwu Ling,202401041084.0,-6.694444444444445
2024-01-04 11:00:00,Tai Mo Shan,202401041084.0,-2.361111111111111
2024-01-04 12:00:00,King's Park,202401041182.85715,16.335185185185185
2024-01-04 12:00:00,Ta Kwu Ling,202401041182.85715,-5.617592592592593
2024-01-04 12:00:00,Tai Mo Shan,202401041182.85715,-1.8064814814814816
2024-01-04 13:00:00,King's Park,202401041284.0,16.78148148148148
2024-01-04 13:00:00,Ta Kwu Ling,202401041284.0,-4.540740740740741
2024-01-04 13:00:00,Tai Mo Shan,202401041284.0,-1.251851851851852
2024-01-04 14:00:00,King's Park,202401041382.85715,17.227777777777778
2024-01-04 14:00:00,Ta Kwu Ling,202401041382.85715,-3.4638888888888886
2024-01-04 14:00:00,Tai Mo Shan,202401041382.85715,-0.697222222222222
2024-01-04 15:00:00,King's Park,202401041484.0,17.674074074074074
2024-01-04 15:00:00,Ta Kwu Ling,202401041484.0,-2.387037037037037
2024-01-04 15:00:00,Tai Mo Shan,202401041484.0,-0.14259259259259238
2024-01-04 16:00:00,King's Park,202401041582.85715,18.12037037037037
2024-01-04 16:00:00,Ta Kwu Ling,202401041582.85715,-1.3101851851851851
2024-01-04 16:00:00,Tai Mo Shan,202401041582.85715,0.4120370370370372
2024-01-04 17:00:00,King's Park,202401041684.0,18.566666666666666
2024-01-04 17:00:00,Ta Kwu Ling,202401041684.0,-0.23333333333333336
2024-01-04 17:00:00,Tai Mo Shan,202401041684.0,0.9666666666666668
2024-01-04 18:00:00,King's Park,202401041782.85715,17.0
2024-01-04 18:00:00,Ta Kwu Ling,202401041782.85715,-0.24285714285714285
2024-01-04 18:00:00,Tai Mo Shan,202401041782.85715,0.7714285714285715
2024-01-04 19:00:00,King's Park,202401041884.0,16.16
2024-01-04 19:00:00,Ta Kwu Ling,202401041884.0,-0.42000000000000004
2024-01-04 19:00:00,Tai Mo Shan,202401041884.0,0.96
2024-01-04 20:00:00,King's Park,202401041982.85715,15.700000000000001
2024-01-04 20:00:00,Ta Kwu Ling,202401041982.85715,-0.7714285714285715
2024-01-04 20:00:00,Tai Mo Shan,202401041982.85715,1.757142857142857
2024-01-04 21:00:00,King's Park,202401042084.0,15.559999999999999
2024-01-04 21:00:00,Ta Kwu Ling,202401042084.0,-0.3
2024-01-04 21:00:00,Tai Mo Shan,202401042084.0,1.9600000000000002
2024-01-04 22:00:00,King's Park,202401042182.85715,15.428571428571429
2024-01-04 22:00:00,Ta Kwu Ling,202401042182.85715,-0.07142857142857142
2024-01-04 22:00:00,Tai Mo Shan,202401042182.85715,2.3285714285714287
2024-01-04 23:00:00,King's Park,202401042284.0,15.36
2024-01-04 23:00:00,Ta Kwu Ling,202401042284.0,1.3599999999999999
2024-01-04 23:00:00,Tai Mo Shan,202401042284.0,1.4
2024-01-05 00:00:00,King's Park,202401046725.7143,15.37142857142857
2024-01-05 00:00:00,Ta Kwu Ling,202401046725.7143,7.414285714285714
2024-01-05 00:00:00,Tai Mo Shan,202401046725.7143,0.7714285714285715
2024-01-05 01:00:00,King's Park,202401050084.0,15.24
2024-01-05 01:00:00,Ta Kwu Ling,202401050084.0,12.919999999999998
2024-01-05 01:00:00,Tai Mo Shan,202401050084.0,1.1199999999999999
2024-01-05 02:00:00,King's Park,202401050182.85715,15.485714285714286
2024-01-05 02:00:00,Ta Kwu Ling,202401050182.85715,12.771428571428572
2024-01-05 02:00:00,Tai Mo Shan,202401050182.85715,1.157142857142857
2024-01-05 03:00:00,King's Park,202401050284.0,15.4
2024-01-05 03:00:00,Ta Kwu Ling,202401050284.0,12.36
2024-01-05 03:00:00,Tai Mo Shan,202401050284.0,1.48
2024-01-05 04:00:00,King's Park,202401050382.85715,15.357142857142858
2024-01-05 04:00:00,Ta Kwu Ling,202401050382.85715,12.442857142857141
2024-01-05 04:00:00,Tai Mo Shan,202401050382.85715,3.1714285714285713
2024-01-05 05:00:00,King's Park,202401050484.0,15.540000000000001
2024-01-05 05:00:00,Ta Kwu Ling,202401050484.0,13.180000000000001
2024-01-05 05:00:00,Tai Mo Shan,202401050484.0,3.62
2024-01-05 06:00:00,King's Park,202401050582.85715,15.757142857142858
2024-01-05 06:00:00,Ta Kwu Ling,202401050582.85715,13.142857142857142
2024-01-05 06:00:00,Tai Mo Shan,202401050582.85715,4.2
2024-01-05 07:00:00,King's Park,202401050684.0,15.9
2024-01-05 07:00:00,Ta Kwu Ling,202401050684.0,13.4
2024-01-05 07:00:00,Tai Mo Shan,202401050684.0,4.92
2024-01-05 08:00:00,King's Park,202401050782.85715,15.725
2024-01-05 08:00:00,Ta Kwu Ling,202401050782.85715,13.225
2024-01-05 08:00:00,Tai Mo Shan,202401050782.85715,5.425
2024-01-05 09:00:00,King's Park,202401050884.0,16.29259259259259
2024-01-05 09:00:00,Ta Kwu Ling,202401050884.0,14.148148148148147
2024-01-05 09:00:00,Tai Mo Shan,202401050884.0,5.218518518518518
2024-01-05 10:00:00,King's Park,202401050982.85715,16.860185185185184
2024-01-05 10:00:00,Ta Kwu Ling,202401050982.85715,15.071296296296296
2024-01-05 10:00:00,Tai Mo Shan,202401050982.85715,5.012037037037037
2024-01-05 11:00:00,King's Park,202401051084.0,17.427777777777777
2024-01-05 11:00:00,Ta Kwu Ling,202401051084.0,15.994444444444444
2024-01-05 11:00:00,Tai Mo Shan,202401051084.0,4.805555555555555
2024-01-05 12:00:00,King's Park,202401051182.85715,17.99537037037037
2024-01-05 12:00:00,Ta Kwu Ling,202401051182.85715,16.91759259259259
2024-01-05 12:00:00,Tai Mo Shan,202401051182.85715,4.599074074074074
2024-01-05 13:00:00,King's Park,202401051284.0,18.562962962962963
2024-01-05 13:00:00,Ta Kwu Ling,202401051284.0,17.84074074074074
2024-01-05 13:00:00,Tai Mo Shan,202401051284.0,4.392592592592592
2024-01-05 14:00:00,King's Park,202401051382.85715,19.130555555555553
2024-01-05 14:00:00,Ta Kwu Ling,202401051382.85715,18.763888888888886
2024-01-05 14:00:00,Tai Mo Shan,202401051382.85715,4.186111111111111
2024-01-05 15:00:00,King's Park,202401051484.0,19.698148148148146
2024-01-05 15:00:00,Ta Kwu Ling,202401051484.0,19.687037037037037
2024-01-05 15:00:00,Tai Mo Shan,202401051484.0,3.9796296296296294
2024-01-05 16:00:00,King's Park,202401051582.85715,20.26574074074074
2024-01-05 16:00:00,Ta Kwu Ling,202401051582.85715,20.610185185185184
2024-01-05 16:00:00,Tai Mo Shan,202401051582.85715,3.773148148148148
2024-01-05 17:00:00,King's Park,202401051684.0,20.833333333333332
2024-01-05 17:00:00,Ta Kwu Ling,202401051684.0,21.53333333333333
2024-01-05 17:00:00,Tai Mo Shan,202401051684.0,3.5666666666666664
2024-01-05 18:00:00,King's Park,202401051782.85715,18.87142857142857
2024-01-05 18:00:00,Ta Kwu Ling,202401051782.85715,18.67142857142857
2024-01-05 18:00:00,Tai Mo Shan,202401051782.85715,3.1
2024-01-05 19:00:00,King's Park,202401051884.0,17.740000000000002
2024-01-05 19:00:00,Ta Kwu Ling,202401051884.0,16.419999999999998
2024-01-05 19:00:00,Tai Mo Shan,202401051884.0,3.4
2024-01-05 20:00:00,King's Park,202401051982.85715,17.557142857142857
2024-01-05 20:00:00,Ta Kwu Ling,202401051982.85715,15.757142857142856
2024-01-05 20:00:00,Tai Mo Shan,202401051982.85715,2.8
2024-01-05 21:00:00,King's Park,202401052084.0,17.380000000000003
2024-01-05 21:00:00,Ta Kwu Ling,202401052084.0,15.62
2024-01-05 21:00:00,Tai Mo Shan,202401052084.0,2.3600000000000003
2024-01-05 22:00:00,King's Park,202401052182.85715,16.814285714285713
2024-01-05 22:00:00,Ta Kwu Ling,202401052182.85715,14.785714285714286
2024-01-05 22:00:00,Tai Mo Shan,202401052182.85715,2.2857142857142856
2024-01-05 23:00:00,King's Park,202401052284.0,16.54
2024-01-05 23:00:00,Ta Kwu Ling,202401052284.0,14.14
2024-01-05 23:00:00,Tai Mo Shan,202401052284.0,3.04
2024-01-06 00:00:00,King's Park,202401056725.7143,16.67142857142857
2024-01-06 00:00:00,Ta Kwu Ling,202401056725.7143,13.62857142857143
2024-01-06 00:00:00,Tai Mo Shan,202401056725.7143,6.357142857142857
2024-01-06 01:00:00,King's Park,202401060084.0,16.54
2024-01-06 01:00:00,Ta Kwu Ling,202401060084.0,13.319999999999999
2024-01-06 01:00:00,Tai Mo Shan,202401060084.0,10.559999999999999
2024-01-06 02:00:00,King's Park,202401060182.85715,16.885714285714283
2024-01-06 02:00:00,Ta Kwu Ling,202401060182.85715,13.185714285714285
2024-01-06 02:00:00,Tai Mo Shan,202401060182.85715,11.428571428571429
2024-01-06 03:00:00,King's Park,202401060284.0,16.54
2024-01-06 03:00:00,Ta Kwu Ling,202401060284.0,12.8
2024-01-06 03:00:00,Tai Mo Shan,202401060284.0,11.360000000000001
2024-01-06 04:00:00,King's Park,202401060382.85715,16.257142857142856
2024-01-06 04:00:00,Ta Kwu Ling,202401060382.85715,12.442857142857141
2024-01-06 04:00:00,Tai Mo Shan,202401060382.85715,11.328571428571427
2024-01-06 05:00:00,King's Park,202401060484.0,15.959999999999999
2024-01-06 05:00:00,Ta Kwu Ling,202401060484.0,12.1
2024-01-06 05:00:00,Tai Mo Shan,202401060484.0,11.8
2024-01-06 06:00:00,King's Park,202401060582.85715,15.771428571428572
2024-01-06 06:00:00,Ta Kwu Ling,202401060582.85715,11.885714285714286
2024-01-06 06:00:00,Tai Mo Shan,202401060582.85715,11.828571428571427
2024-01-06 07:00:00,King's Park,202401060684.0,15.679999999999998
2024-01-06 07:00:00,Ta Kwu Ling,202401060684.0,11.7
2024-01-06 07:00:00,Tai Mo Shan,202401060684.0,11.6
